Alcohol,Hepatitis,Measles,Polio,Diphtheria,HIV/AIDS,Y-Intercept,Algo
0.775971466052954,0.966024646593616,0.452974346904037,1.01500710374871,0.420986080483011,0.032843820076276,2.11734603012938,Batch-Gradient
0.835276033302477,0.97082603968136,0.39464916421487,1.08778487217794,0.501399644133077,-0.086628748992058,3.46283369629682,Batch-Gradient
0.892158980008609,0.97337977583354,0.338813212791272,1.15622052528191,0.577330435756099,-0.202483503879399,4.78137320395221,Batch-Gradient
0.946736699674896,0.973847623750227,0.285358251282729,1.22055143079711,0.649024019517738,-0.314851911719286,6.07350578999586,Batch-Gradient
0.999119602913693,0.972381865776868,0.234181021099157,1.28100225651644,0.716712761026572,-0.423859821456329,7.33976174325455,Batch-Gradient
1.0494124317732,0.969125819808922,0.185183004266875,1.33778564487763,0.780616530075016,-0.529627731013009,8.58066062998362,Batch-Gradient
1.09771455745397,0.964214333160694,0.138270193505337,1.3911028518218,0.840943366120103,-0.632271041005607,9.79671151451388,Batch-Gradient
1.14412026229365,0.957774249890132,0.093352873893923,1.44114435181217,0.897890108476078,-0.73190029570502,10.9884131751587,Batch-Gradient
1.18871900685201,0.949924852992238,0.050345415530993,1.48809041080317,0.951642993086534,-0.828621411901825,12.1562543154932,Batch-Gradient
1.23159568288463,0.940778282798908,0.00916607661866,1.53211162885558,1.002378217645,-0.922535896300422,13.3007137711144,Batch-Gradient
1.2728308529516,0.930439932852058,-0.030263183563721,1.57336945400353,1.05026247673933,-1.0137410520344,14.4222607119887,Batch-Gradient
1.31250097736837,0.919008824449765,-0.068016882306303,1.61201666889441,1.09545346860678,-1.10233017486427,15.5213548404886,Batch-Gradient
1.3506786291682,0.906577961001523,-0.104166182218161,1.6481978516422,1.1381003750024,-1.18839273958945,16.5984465852199,Batch-Gradient
1.38743269771067,0.893234663268469,-0.13877905153664,1.68204981225871,1.17834431560438,-1.27201457717843,17.6539772907354,Batch-Gradient
1.42282858153657,0.879060886507404,-0.171920416430057,1.71370200595489,1.21631877830427,-1.35327804309485,18.6883794032318,Batch-Gradient
1.45692837103833,0.864133520483357,-0.203652305704627,1.74327692453622,1.25215002665885,-1.43226217727223,19.7020766523195,Batch-Gradient
1.48979102148462,0.848524673264309,-0.234033988305044,1.77089046705132,1.28595748571301,-1.50904285616638,20.695484228957,Batch-Gradient
1.52147251690947,0.832301939663197,-0.263122103977917,1.79665229079171,1.3178541073389,-1.58369293729223,21.669008959636,Batch-Gradient
1.55202602534908,0.815528655146429,-0.29097078744802,1.82066614368252,1.34794671617596,-1.65628239663052,22.623049476903,Batch-Gradient
1.58150204588431,0.798264135984679,-0.317631786439126,1.84303017904915,1.37633633719934,-1.72687845926967,23.5579963862998,Batch-Gradient
1.60994854792193,0.780563906380532,-0.343154573853939,1.86383725369241,1.40311850588953,-1.79554572362924,24.4742324298031,Batch-Gradient
1.63741110312569,0.762479913268603,-0.367586454411313,1.88317521015583,1.42838356192493,-1.86234627959311,25.372132645843,Batch-Gradient
1.66393301038563,0.74406072944679,-0.390972666023429,1.90112714402175,1.45221692726985,-1.92733982086362,26.2520645259751,Batch-Gradient
1.68955541419421,0.725351745662357,-0.413356476180958,1.9177716570286,1.47469936948488,-1.99058375183165,27.1143881682825,Batch-Gradient
1.71431741677787,0.706395352243464,-0.434779273600303,1.93318309676008,1.49590725104217,-2.05213328924214,27.9594564275794,Batch-Gradient
1.73825618431447,0.687231110835324,-0.455280655373863,1.94743178361704,1.51591276538736,-2.1120415589202,28.7876150624873,Batch-Gradient
1.76140704754941,0.667895916770543,-0.474898509851744,1.9605842257452,1.5347841604502,-2.17035968780907,29.5992028794526,Batch-Gradient
1.78380359710672,0.648424152574992,-0.493669095471539,1.97270332255669,1.55258595026898,-2.22713689155814,30.3945518737739,Batch-Gradient
1.8054777737759,0.628847833083998,-0.511627115741553,1.98384855744891,1.56937911535872,-2.28242055788684,31.1739873677033,Batch-Gradient
1.82645995403999,0.60919674261833,-0.528805790572246,1.99407618029314,1.58522129241958,-2.33625632593856,31.9378281456867,Batch-Gradient
1.846779031097,0.589498564645634,-0.545236924140586,2.00343938023426,1.60016695395053,-2.38868816182766,32.686386586805,Batch-Gradient
1.86646249161267,0.569779004330296,-0.560950969462449,2.01198844931493,1.61426757830338,-2.43975843057189,33.419968794478,Batch-Gradient
1.88553648843064,0.550061904353313,-0.575977089839175,2.01977093741,1.62757181068391,-2.48950796459294,34.1388747234889,Batch-Gradient
1.90402590945381,0.530369354363434,-0.590343217335797,2.02683179893144,1.64012561558005,-2.53797612895798,34.8433983043894,Batch-Gradient
1.92195444289928,0.51072179440164,-0.604076108440351,2.03321353173972,1.65197242107176,-2.58520088352642,35.5338275653398,Batch-Gradient
1.93934463911884,0.491138112622813,-0.617201397045955,2.03895630867433,1.66315325545295,-2.63121884215745,36.2104447514419,Batch-Gradient
1.95621796916651,0.471635737621229,-0.629743644890075,2.04409810209466,1.67370687657332,-2.67606532912588,36.8735264416159,Batch-Gradient
1.97259488028535,0.452230725650155,-0.64172638957843,2.04867480180123,1.6836698942861,-2.71977443288634,37.5233436630767,Batch-Gradient
1.98849484847628,0.432937843010429,-0.653172190314486,2.0527203266883,1.69307688636751,-2.76237905731839,38.1601620034586,Batch-Gradient
2.00393642830337,0.413770643868198,-0.664102671449238,2.05626673045975,1.70196050825419,-2.8039109705786,38.7842417206403,Batch-Gradient
2.01893730008164,0.394741543748191,-0.67453856396008,2.059344301723,1.71035159692669,-2.84440085167883,39.3958378503189,Batch-Gradient
2.03351431458589,0.37586188893573,-0.684499744962029,2.06198165875878,1.71827926924948,-2.88387833490397,39.9952003113799,Batch-Gradient
2.04768353541154,0.357142022008293,-0.694005275349207,2.06420583924899,1.72577101506196,-2.92237205217667,40.5825740091109,Batch-Gradient
2.0614602791117,0.338591343705631,-0.703073435659521,2.06604238522987,1.73285278529876,-2.95990967347076,41.1581989363054,Batch-Gradient
2.07485915322798,0.320218371336331,-0.711721760250699,2.06751542352355,1.73954907540347,-2.99651794537012,41.7223102722988,Batch-Gradient
2.08789409232646,0.302030793908148,-0.71996706987134,2.06864774188776,1.74588300428545,-3.0322227278647,42.2751384799836,Batch-Gradient
2.10057839214427,0.284035524159422,-0.727825502706347,2.06946086111057,1.75187638905665,-3.06704902947059,42.8169094008435,Batch-Gradient
2.11292474194662,0.266238747659457,-0.735312543972083,2.0699751032654,1.75754981577225,-3.10102104075671,43.3478443480502,Batch-Gradient
2.12494525518882,0.248645969136758,-0.742443054132726,2.0702096563296,1.76292270638766,-3.13416216635647,43.8681601976621,Batch-Gradient
2.13665149857308,0.231262056185535,-0.749231295805666,2.07018263535981,1.76801338213268,-3.16649505553861,44.3780694779663,Batch-Gradient
2.14805451958469,0.214091280492861,-0.755690959420339,2.06991114040643,1.77283912349333,-3.19804163140774,44.8777804570006,Batch-Gradient
2.15916487258804,0.197137356721258,-0.761835187691598,2.06941131134032,1.77741622698153,-3.22882311880158,45.3674972282964,Batch-Gradient
2.16999264355862,0.180403479174254,-0.767676598965649,2.06869837975557,1.78176005886343,-3.25886007094824,45.847419794877,Batch-Gradient
2.180547473523,0.163892356365679,-0.773227309493598,2.06778671810336,1.78588510600804,-3.28817239494387,46.3177441515495,Batch-Gradient
2.19083858077504,0.147606243606959,-0.7784989546849,2.06668988620398,1.78980502400924,-3.31677937610796,46.7786623655247,Batch-Gradient
2.20087478193302,0.131546973720587,-0.783502709390323,2.06542067527601,1.7935326827263,-3.34469970127034,47.230362655401,Batch-Gradient
2.21066451189888,0.115715985982138,-0.788249307261558,2.06399114961457,1.79708020938005,-3.3719514810417,47.6730294685452,Batch-Gradient
2.22021584277753,0.100114353387707,-0.792749059232199,2.06241268604342,1.80045902933488,-3.39855227111631,48.1068435569037,Batch-Gradient
2.22953650181123,0.084742808338482,-0.797011871162583,2.06069601125898,1.80367990468971,-3.42451909265353,48.531982051277,Batch-Gradient
2.23863388838087,0.069601766829214,-0.80104726068882,2.05885123717841,1.80675297079445,-3.44986845178208,48.9486185340897,Batch-Gradient
2.24751509012356,0.054691351222714,-0.804864373314334,2.05688789439758,1.8096877708025,-3.4746163582691,49.3569231106856,Batch-Gradient
